tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,directors
tt1648095,Here Comes the Bride,2010,108,"['Comedy', 'Fantasy']",6.4,166.0,['nm1559043']
tt1648190,The Dark Tower,2017,95,"['Action', 'Adventure', 'Fantasy']",5.6,142632.0,['nm1064048']
tt1649303,Darling,2010,151,"['Comedy', 'Drama', 'Romance']",7.4,3497.0,['nm0440269']
tt1649404,Sankham,2009,155,"['Action', 'Comedy']",4.9,172.0,['nm2350892']
tt1649444,[REC] 3: Genesis,2012,80,"['Horror', 'Thriller']",5.0,36924.0,['nm0687042']
tt1649787,The Hopes & Dreams of Gazza Snell,2010,77,['Drama'],7.2,54.0,['nm0232952']
tt1650041,Bloodline,2013,88,['Horror'],4.0,384.0,['nm1880390']
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,100,"['Comedy', 'Family']",6.6,34260.0,['nm0101047']
tt1650056,The Cup,2011,99,"['Biography', 'Drama', 'Sport']",5.6,836.0,['nm0934578']
tt1650427,Resturlaub,2011,97,['Comedy'],4.9,1290.0,['nm0774221']
tt1650516,Dead Genesis,2010,98,"['Action', 'Horror', 'Thriller']",3.5,539.0,['nm2833272']
tt1650534,Duplicate,2009,128,"['Comedy', 'Drama']",4.2,64.0,['nm3902554']
tt16527824,Warhorse One,2023,120,"['Action', 'Drama', 'War']",4.8,612.0,"['nm0442287', 'nm0835001']"
tt16527986,A Method in Multishade,2021,91,"['Comedy', 'Drama']",9.0,93.0,['nm7240329']
tt16529002,Kabaddi 4: The Final Match,2022,130,['Comedy'],8.1,566.0,['nm6458915']
tt1653064,Serena and the Ratts,2012,97,"['Action', 'Drama', 'Sci-Fi']",3.9,135.0,['nm3267846']
tt16532174,Girl in the Shed: The Kidnapping of Abby Hernandez,2022,85,"['Drama', 'Thriller']",5.3,671.0,['nm1340738']
tt1653665,Goodbye Christopher Robin,2017,107,"['Biography', 'Drama', 'Family']",7.1,28790.0,['nm0193508']
tt1653850,The Drifters,2010,97,['Drama'],5.9,64.0,['nm2083241']
tt1653874,Je vous aime très beaucoup,2010,91,"['Comedy', 'Drama', 'Family']",5.6,125.0,['nm1078935']
tt16539580,Zadra,2022,88,['Drama'],5.0,50.0,['nm9951820']
tt1654054,Mil cretins,2011,92,"['Comedy', 'Drama']",4.5,115.0,['nm0690532']
tt1654829,Thérèse,2012,110,['Drama'],6.1,3852.0,['nm0002218']
tt16550628,Chebi: My Fluffy Friend,2023,113,"['Comedy', 'Family']",5.8,1358.0,['nm2979103']
tt1655446,The Miners' Hymns,2010,52,"['Documentary', 'Drama']",7.3,112.0,['nm0994484']
tt1655617,Bestseller,2010,117,"['Horror', 'Mystery', 'Thriller']",6.1,1092.0,['nm1035649']
tt1658801,Freeheld,2015,103,"['Biography', 'Drama', 'Romance']",6.6,12968.0,['nm0813164']
tt1658816,Paixão,2012,75,['Drama'],4.9,54.0,['nm0317815']
tt1658820,Sket,2011,83,"['Crime', 'Drama', 'Thriller']",4.7,1627.0,['nm3786304']
tt1659216,Spiders,2013,89,"['Action', 'Adventure', 'Comedy']",3.4,4630.0,['nm0847749']
tt1659253,Thorne: Scaredycat,2010,120,"['Crime', 'Drama', 'Mystery']",6.5,2106.0,['nm0743239']
tt1660302,Our Children,2012,111,"['Crime', 'Drama']",6.8,3056.0,['nm1050098']
tt1660303,Alexander the Great,2010,145,"['Action', 'Drama']",3.6,332.0,['nm1199770']
tt1660415,The Secret to a Happy Ending,2009,101,['Documentary'],8.0,66.0,['nm2587212']
tt16606592,The Animal Kingdom,2023,130,"['Adventure', 'Drama', 'Sci-Fi']",7.3,64.0,['nm3619993']
tt1661263,Sons of the Clouds,2012,81,['Documentary'],7.2,300.0,['nm1007525']
tt1661832,Lusitania Illusion,2010,65,"['Documentary', 'History']",7.4,132.0,['nm0133981']
tt1662546,Daddy's Girl,2018,81,"['Crime', 'Horror', 'Thriller']",4.7,681.0,['nm0003332']
tt1662634,Two Girls from Egypt,2010,125,['Drama'],7.4,642.0,['nm1027781']
tt1663202,The Revenant,2015,156,"['Action', 'Adventure', 'Drama']",8.0,834852.0,['nm0327944']
tt1663620,American Outrage,2008,56,['Documentary'],8.0,54.0,"['nm0300816', 'nm0300795']"
tt1664003,Nude Study,2010,90,"['Drama', 'Romance']",7.6,84.0,['nm2514866']
tt1664775,Pixels,2010,100,"['Action', 'Comedy']",4.5,98.0,['nm3941893']
tt1664806,Raavanan,2010,128,"['Action', 'Adventure', 'Drama']",6.9,4411.0,['nm0711745']
tt1664892,"Happy, Happy",2010,85,"['Comedy', 'Drama']",6.5,3204.0,['nm3205815']
tt1666185,All Eyez on Me,2017,139,"['Biography', 'Drama', 'Music']",5.9,24168.0,['nm1534600']
tt1666318,The Delay,2012,84,['Drama'],7.2,403.0,['nm0687751']
tt1667082,Fudgy Wudgy Fudge Face,2010,130,"['Adventure', 'Comedy', 'Fantasy']",6.6,62.0,['nm0005558']
tt1667321,On Chesil Beach,2017,110,"['Drama', 'Music', 'Romance']",6.3,11936.0,['nm4315078']
tt1667438,Mozzarella Stories,2011,103,['Comedy'],5.7,277.0,['nm2395887']
tt1667439,Private Peaceful,2012,102,"['Drama', 'War']",6.2,1656.0,['nm0640466']
tt1667460,10ml LOVE,2010,87,"['Comedy', 'Drama', 'Romance']",6.4,174.0,['nm2680506']
tt16679082,Ananta (The Eternal),2022,118,['Drama'],7.0,55.0,['nm6166978']
tt1668101,Por un polvo,2008,124,"['Action', 'Comedy']",6.0,51.0,['nm3935975']
tt1669165,Lagenda Budak Setan,2010,106,"['Drama', 'Romance']",6.0,123.0,['nm1288535']
tt1669558,A Place in the Sun,1995,45,['Drama'],5.9,63.0,['nm0316230']
tt1669625,La vita facile,2011,102,['Comedy'],6.2,813.0,['nm0670990']
tt1669768,Ace Wonder: Message from a Dead Man,2014,95,"['Adventure', 'Family', 'Mystery']",5.2,290.0,['nm3678137']
tt16697972,Tell the World I Love You,2022,107,"['Action', 'Crime', 'Drama']",8.2,50.0,['nm1547925']
tt1670392,The Shattering,2015,76,['Thriller'],3.3,220.0,['nm3108316']
tt1670630,The Albanian,2010,105,['Drama'],7.1,700.0,['nm1112548']
tt1670634,Die Hummel,2010,87,['Comedy'],6.1,91.0,['nm1312641']
tt1670932,American Animal,2011,95,"['Comedy', 'Drama']",4.3,385.0,['nm2532035']
tt1670991,Grooming Giselle,2013,85,['Comedy'],8.3,52.0,['nm3572496']
tt1670994,Six Dance Lessons in Six Weeks,2014,107,"['Comedy', 'Drama']",6.5,343.0,['nm0782381']
tt1671582,Occupant,2011,86,['Thriller'],4.6,1762.0,['nm1577905']
tt1672215,The Storage,2011,99,"['Comedy', 'Drama']",5.9,1297.0,['nm0617428']
tt1672614,Precious Life,2010,86,"['Documentary', 'Drama', 'Family']",7.3,186.0,['nm3946793']
tt16727816,The Sea,2021,78,['Drama'],6.2,105.0,['nm13250527']
tt1672845,Tonight You're Mine,2011,80,"['Comedy', 'Drama', 'Music']",6.5,4774.0,['nm0533284']
tt1673553,Ai no kotodama: sekai no hatemade,2010,89,"['Comedy', 'Drama', 'Romance']",6.2,95.0,['nm1639987']
tt1674099,Sintiéndolo mucho,2022,120,"['Documentary', 'Music']",6.9,276.0,['nm0508208']
tt1674131,An African Election,2011,89,"['Documentary', 'Drama', 'History']",7.6,91.0,"['nm0581711', 'nm2011575']"
tt1674204,The Pipe,2010,80,"['Documentary', 'Drama']",7.7,247.0,['nm3601133']
tt1674675,Adrenaline,2009,122,"['Horror', 'Thriller']",5.6,169.0,['nm3854553']
tt1674727,Snuf de hond en het spookslot,2010,85,"['Adventure', 'Family']",5.6,148.0,"['nm0429535', 'nm1460692']"
tt1674771,Entourage,2015,104,"['Comedy', 'Drama']",6.5,81786.0,['nm0254120']
tt1675148,Amazonia Vertical,2005,63,['Documentary'],7.6,53.0,['nm3777147']
tt16751976,Belli ciao,2022,90,['Comedy'],4.9,516.0,['nm0638115']
tt1675197,This Is Sodom,2010,90,"['Comedy', 'History']",6.6,1044.0,"['nm0782030', 'nm1160314', 'nm5927298', 'nm1201559']"
tt1675434,The Intouchables,2011,112,"['Biography', 'Comedy', 'Drama']",8.5,889128.0,"['nm0619923', 'nm0865918']"
tt1675441,Where I Begin,2011,77,['Drama'],6.5,81.0,['nm1701136']
tt1677642,The Girls in the Band,2011,81,"['Biography', 'Documentary', 'History']",7.8,175.0,['nm0149680']
tt1677676,Dance Town,2010,94,['Drama'],7.0,82.0,['nm3168127']
tt1677720,Ready Player One,2018,140,"['Action', 'Adventure', 'Sci-Fi']",7.4,459603.0,['nm0000229']
tt1678042,Cold Fusion,2011,84,"['Action', 'Sci-Fi', 'Thriller']",3.2,491.0,['nm2329969']
tt1679538,Bróder,2010,93,"['Crime', 'Drama']",6.7,397.0,['nm1135838']
tt1680045,360,2011,110,"['Drama', 'Romance', 'Thriller']",6.1,17252.0,['nm0576987']
tt1680096,The Black Sheep,2010,93,"['Comedy', 'Drama']",6.8,363.0,['nm2141178']
tt1680133,Extraterrestrial,2011,95,"['Comedy', 'Drama', 'Sci-Fi']",5.8,4053.0,['nm1443023']
tt1682375,Troe i Snezhinka,2007,83,['Comedy'],5.1,125.0,"['nm0054280', 'nm1465005']"
tt1682883,88,2012,84,['Thriller'],3.0,79.0,['nm0003244']
tt1682949,Taipei Exchanges,2010,82,"['Comedy', 'Drama']",6.6,670.0,['nm0994322']
tt1683003,The Tempest,2010,131,['Drama'],8.0,146.0,['nm0005197']
tt1683878,Hitokiri II: Road to Destiny,2009,96,"['Action', 'Fantasy', 'War']",3.5,57.0,['nm3796124']
tt1683890,The World According to Ion B.,2009,60,['Documentary'],8.0,430.0,['nm1681049']
tt1686069,Le sens de l'humour,2011,110,"['Comedy', 'Crime']",6.3,765.0,['nm0309996']
tt16868130,Jerk,2021,61,['Drama'],6.0,66.0,['nm2486196']
tt16868298,Etsivätoimisto Henkka & Kivimutka,2022,97,['Family'],6.6,64.0,"['nm13268586', 'nm1525507']"
tt1687277,InSight,2011,92,"['Drama', 'Mystery', 'Thriller']",4.8,1160.0,['nm0299923']
tt1688092,Yagnam,2004,144,['Action'],5.7,125.0,['nm2532973']
tt16899302,Me contro Te - Il film: Persi nel tempo,2022,60,"['Comedy', 'Family']",2.8,96.0,['nm9243808']
tt16913072,Fallen,2022,84,['Horror'],2.2,256.0,['nm13274267']
tt16915972,Satan's Slaves: Communion,2022,119,"['Drama', 'Horror', 'Mystery']",6.8,2810.0,['nm1322135']
tt1691836,Stilles Tal,2011,88,['Drama'],6.2,78.0,['nm0742659']
tt1691862,Jasper,2011,75,"['Action', 'Comedy', 'Romance']",4.0,60.0,['nm1554712']
tt1692191,Elias and the Treasure of the Sea,2010,78,"['Adventure', 'Animation', 'Family']",5.8,75.0,['nm2568271']
tt1692206,Opération 118 318 sévices clients,2010,88,['Comedy'],3.9,70.0,['nm3987563']
tt1692486,Carnage,2011,80,"['Comedy', 'Drama']",7.1,130167.0,['nm0000591']
tt1693110,Showgirls 2: Penny's from Heaven,2011,145,"['Comedy', 'Drama', 'Thriller']",1.8,703.0,['nm0726457']
tt1693953,Struggle,2010,94,"['Drama', 'Romance']",5.1,109.0,['nm3997723']
tt1695405,The Loneliest Planet,2011,113,"['Drama', 'Thriller']",5.5,4207.0,['nm0518123']
tt1696190,Fireheart: The Legend of Tadas Blinda,2011,106,"['Adventure', 'Drama', 'History']",7.0,3056.0,['nm3406099']
tt1696535,El Bulli: Cooking in Progress,2010,108,['Documentary'],6.3,1128.0,['nm2482152']
tt16968496,Young Old,2021,79,['Comedy'],6.3,60.0,['nm8248575']
tt1697996,Shenandoah,2012,98,['Documentary'],6.9,525.0,['nm1526985']
tt16982622,Norwegian Dream,2023,97,['Drama'],6.7,193.0,['nm3406492']
tt1698566,Sorelle mai,2010,105,['Drama'],6.1,238.0,['nm0069166']
tt16987436,Uniki,2022,120,"['Crime', 'Mystery', 'Thriller']",6.8,105.0,['nm13288004']
tt1699128,Drifters,2011,111,"['Comedy', 'Drama', 'Romance']",5.4,878.0,['nm2100536']
tt1699140,People in the Sun,2011,78,['Comedy'],5.6,625.0,['nm1633071']
tt1699202,4 Days in May,2011,97,"['Drama', 'War']",6.4,814.0,['nm0902022']
tt1699479,A Spanking in Paradise,2010,94,['Comedy'],4.8,170.0,['nm4005522']
tt1699491,The Importance of Tying Your Own Shoes,2011,101,"['Comedy', 'Drama', 'Music']",6.1,2254.0,['nm0465894']
tt1699525,Winner,2003,145,"['Action', 'Comedy', 'Drama']",6.3,383.0,['nm1326535']
tt1700489,Mother of Asphalt,2010,107,['Drama'],6.1,364.0,['nm0558094']
tt1700808,Fast Girls,2012,91,"['Drama', 'Sport']",6.2,3816.0,['nm3834604']
tt17008712,Back to Love,2022,101,"['Comedy', 'Family', 'Romance']",6.6,70.0,['nm10075877']
tt17024164,BhamaKalapam,2022,135,"['Comedy', 'Crime', 'Thriller']",6.2,499.0,['nm13296939']
tt1702436,Oh! Toumei ningen,2010,61,"['Comedy', 'Sci-Fi']",4.9,86.0,['nm1257925']
tt1702455,Archaeology of a Woman,2012,94,['Drama'],6.3,53.0,['nm0340746']
tt1703122,Shirome,2010,83,['Horror'],4.8,368.0,['nm1823283']
tt1703919,Pulsar,2010,91,"['Drama', 'Mystery', 'Romance']",5.2,484.0,['nm0830879']
tt1705111,InSpectres,2013,85,['Comedy'],6.0,73.0,['nm2762131']
tt1705125,Jules Verne's Mysterious Island,2010,91,"['Adventure', 'Fantasy', 'Horror']",3.5,1178.0,['nm0791968']
tt1705956,The Feed,2010,73,['Horror'],3.9,227.0,['nm2212857']
tt1706433,To Live!,2010,74,"['Action', 'Crime', 'Drama']",7.1,2116.0,['nm4021775']
tt1706598,Every Secret Thing,2014,93,"['Crime', 'Drama', 'Mystery']",6.1,8653.0,['nm1332844']
tt17066534,Revival,2023,95,"['Crime', 'Romance', 'Thriller']",4.5,65.0,['nm7407935']
tt1707380,Every Thing Will Be Fine,2015,118,['Drama'],5.4,6338.0,['nm0000694']
tt17074644,Siberian Sniper,2021,95,"['History', 'War']",5.8,328.0,['nm13312665']
tt17080096,Alis,2022,84,['Documentary'],7.4,78.0,"['nm7655131', 'nm7655130']"
tt17081112,Boonie Bears: Back to Earth,2022,97,"['Animation', 'Comedy', 'Family']",5.9,580.0,['nm5694739']
tt1708537,The Whale,2011,85,['Documentary'],8.1,734.0,"['nm2832640', 'nm0661401']"
tt1710394,Jeremy Fink and the Meaning of Life,2011,91,['Family'],6.0,376.0,['nm0356968']
tt1711456,Life as a Brides,2011,90,"['Action', 'Animation', 'Comedy']",5.7,442.0,['nm2401477']
tt1711522,A Thousand Times Stronger,2010,85,['Drama'],5.2,1205.0,['nm0771593']
tt1712217,Palace of Silents,2010,80,"['Biography', 'Documentary', 'History']",6.6,85.0,['nm0448070']
tt1713547,The Rally,2010,90,"['Crime', 'Drama']",6.0,108.0,['nm4041410']
tt1714014,Majority,2010,111,['Drama'],7.4,5875.0,['nm2368338']
tt1714176,Yellow Rock,2011,89,['Western'],4.4,572.0,['nm0885014']
tt1714206,The Spectacular Now,2013,95,"['Drama', 'Romance']",7.1,158216.0,['nm1242054']
tt1714832,Do Dooni Chaar,2010,112,"['Comedy', 'Crime', 'Drama']",7.5,5786.0,['nm1964923']
tt1714866,Midnight's Children,2012,146,['Drama'],6.2,3337.0,['nm0576548']
tt1715853,The Colors of the Mountain,2010,90,['Drama'],7.1,1692.0,['nm4047582']
tt17164334,Snow Queen and the Princess,2023,75,"['Adventure', 'Animation', 'Fantasy']",5.4,55.0,"['nm7327028', 'nm6230142']"
tt1716739,Dead in France,2012,88,"['Comedy', 'Crime', 'Thriller']",4.4,290.0,['nm3222938']
tt1716759,Pressed,2011,88,"['Action', 'Crime', 'Drama']",4.6,1441.0,['nm2803601']
tt1716765,Streets,2011,88,['Drama'],5.1,393.0,['nm2273232']
tt1717550,Twice a Woman,2010,94,['Drama'],6.7,110.0,['nm0217219']
tt1717724,The Wise Kids,2011,95,['Drama'],6.4,1223.0,['nm3265508']
tt1718747,Cannibal,2013,116,"['Adventure', 'Drama', 'Romance']",5.9,3569.0,['nm0554532']
tt1718847,O Kul: Hayal Bile Etme,2010,95,['Drama'],4.0,681.0,['nm4056433']
tt1718881,Pro lyuboff,2010,106,['Drama'],5.8,285.0,['nm3143581']
tt1719071,Another Happy Day,2011,119,"['Comedy', 'Drama']",6.0,4486.0,['nm0506094']
tt1719634,Snow on Tha Bluff,2011,79,"['Crime', 'Drama']",6.6,2558.0,['nm1860638']
tt1720215,Hair,2010,120,['Drama'],6.1,403.0,['nm0685333']
tt1720275,The Sound of Mumbai: A Musical,2010,63,"['Documentary', 'Musical']",7.3,69.0,['nm2864533']
tt1720949,"Jaffa, the Orange's Clockwork",2009,89,['Documentary'],7.9,73.0,['nm0803346']
tt1721491,Born to Ride,2011,90,"['Action', 'Comedy']",3.2,749.0,['nm0267309']
tt1721693,The Promise: The Making of Darkness on the Edge of Town,2010,85,"['Documentary', 'Music']",7.8,542.0,['nm0956890']
tt1722440,Kaddisch für einen Freund,2012,94,"['Comedy', 'Drama']",7.0,274.0,['nm1556113']
tt1722515,Home for Christmas,2010,90,"['Comedy', 'Drama']",6.1,1110.0,['nm0357584']
tt1722639,Tromper le silence,2010,109,['Drama'],6.5,134.0,['nm0387011']
tt1723659,Being Canadian,2015,90,"['Comedy', 'Documentary']",6.3,948.0,['nm0169712']
tt1725021,La mala verdad,2011,94,['Drama'],7.4,60.0,['nm1348896']
tt1725023,The Old Woman at the Back,2010,115,['Drama'],6.5,68.0,['nm1334961']
tt1725065,Out Loud,2011,102,"['Comedy', 'Drama', 'Romance']",5.9,151.0,['nm0196436']
tt1725995,Hello Stranger,2010,130,"['Comedy', 'Romance']",7.5,3064.0,['nm1802294']
tt1726861,The Prey,2011,102,"['Action', 'Crime', 'Drama']",6.6,5725.0,['nm0884659']
tt1727506,How to Stop Being a Loser,2011,109,['Comedy'],4.7,718.0,['nm2403079']
tt1727516,Livid,2011,92,"['Fantasy', 'Horror']",5.7,7505.0,"['nm2376614', 'nm2377660']"
tt1727532,Portrait of the Fighter as a Young Man,2010,163,"['Action', 'Drama', 'History']",7.7,872.0,['nm0691223']
tt1727800,The Valdemar Legacy II: The Forbidden Shadow,2010,92,"['Horror', 'Mystery']",4.6,985.0,['nm3036208']
tt1727824,Bohemian Rhapsody,2018,134,"['Biography', 'Drama', 'Music']",7.9,561329.0,['nm0001741']
tt17280362,Robe of Gems,2022,118,"['Crime', 'Drama', 'Mystery']",5.5,320.0,['nm2254746']
tt1729226,Teddy Bear,2012,92,"['Drama', 'Romance']",7.1,4679.0,['nm1323584']
tt1730108,The White Lions,2011,90,['Comedy'],4.0,682.0,['nm0728476']
tt1730300,Machine Head,2011,82,"['Horror', 'Thriller']",2.7,248.0,['nm1234723']
tt17305656,A Little Love Package,2022,81,['Drama'],4.9,50.0,['nm2644707']
tt1731990,Försvunnen,2011,95,['Thriller'],5.3,903.0,"['nm2093817', 'nm2098974']"
tt1733105,Bekas,2012,97,"['Adventure', 'Drama']",7.5,5618.0,['nm2545652']
tt1733140,Hi-so,2010,102,['Drama'],6.5,137.0,['nm0039775']
tt1733582,Born Wild,2012,105,['Drama'],4.2,188.0,['nm1046566']
tt1734099,Tales from Kars,2010,81,['Drama'],5.8,131.0,"['nm1832007', 'nm3213296', 'nm4101401', 'nm4101572', 'nm4101864']"
tt1734550,The Greater Good,2011,79,"['Documentary', 'Drama']",5.9,192.0,"['nm0625521', 'nm2500506']"
tt1734580,Lotus Eaters,2011,78,['Drama'],5.0,308.0,['nm1553755']
tt1734582,Dawn of the Dragonslayer,2011,97,"['Action', 'Adventure', 'Fantasy']",4.3,2014.0,['nm1237224']
tt17346434,Love & Mathematics,2022,85,['Comedy'],5.7,51.0,['nm2404755']
tt17350188,Dhoop chhaon,2022,136,['Drama'],9.3,83.0,['nm6382352']
tt1735200,When Pigs Have Wings,2011,98,['Comedy'],7.0,3470.0,['nm3742814']
tt1735355,Exteriors,2011,80,['Drama'],5.4,57.0,"['nm0459182', 'nm2393910']"
tt1735907,The Adderall Diaries,2015,87,"['Crime', 'Drama', 'Mystery']",5.2,5863.0,['nm2408871']
tt1736010,Kink Crusaders,2011,74,"['Adventure', 'Biography', 'Documentary']",6.6,61.0,['nm1719103']
tt1736040,Awake in the Woods,2015,73,"['Horror', 'Thriller']",3.1,103.0,['nm3833003']
tt1736558,Che: A New Man,2010,124,['Documentary'],8.1,159.0,['nm0061944']
tt1737189,Josh,2010,160,['Action'],6.1,464.0,['nm3359146']
tt1740480,Cehennem 3D,2010,71,['Horror'],2.4,582.0,['nm2364318']
tt1740662,Benny and Babloo,2010,123,"['Comedy', 'Drama']",6.2,436.0,['nm1182352']
tt1741660,L'appât,2010,84,"['Action', 'Comedy', 'Crime']",4.2,338.0,['nm0800533']
tt1742329,Little Red,2012,81,['Drama'],6.5,55.0,['nm2602776']
tt1742335,The Golden Veil,2011,90,['Drama'],7.2,178.0,['nm2282715']
tt1742682,The Colombian Connection,2014,100,"['Action', 'Crime', 'Mystery']",3.7,294.0,['nm2706350']
tt1744793,The Kate Logan Affair,2010,85,"['Drama', 'Thriller']",4.8,726.0,['nm1195622']
tt1744857,Un jour mon père viendra,2012,99,['Comedy'],5.6,415.0,['nm1329170']
tt1747947,Bad Posture,2011,93,"['Drama', 'Romance']",6.6,88.0,['nm3787345']
tt1748018,Frankenstein: Day of the Beast,2011,91,['Horror'],3.8,222.0,['nm0411290']
tt1748043,Hell and Back Again,2011,88,"['Action', 'Documentary', 'History']",6.4,2330.0,['nm3653362']
tt1748062,Jig,2011,99,"['Documentary', 'Musical']",6.6,352.0,['nm1271349']
tt1748207,Sound of My Voice,2011,87,"['Drama', 'Mystery', 'Sci-Fi']",6.6,22512.0,['nm2610231']
tt17491040,The Pirates: The Last Royal Treasure,2022,126,"['Action', 'Adventure', 'Comedy']",6.1,4279.0,['nm4422247']
tt17497250,Perfect Strangers,2022,125,"['Comedy', 'Drama']",7.5,413.0,['nm1266812']
tt17517876,Locked-in Society,2022,97,['Comedy'],6.2,792.0,['nm0941811']
tt1753786,Mercury Plains,2016,102,"['Action', 'Adventure', 'Drama']",4.3,1403.0,['nm0122223']
tt1753846,The Iran Job,2012,90,"['Documentary', 'Sport']",7.1,621.0,['nm0770277']
tt1753965,Someday,2011,93,['Drama'],6.9,80.0,['nm0757081']
tt1754104,Leave It on the Floor,2011,105,"['Comedy', 'Drama', 'Musical']",6.3,447.0,['nm0488688']
tt1754166,Mahpeyker - Kösem Sultan,2010,114,"['Drama', 'History']",4.7,344.0,['nm1868749']
tt1754202,Michael,2011,97,"['Drama', 'Thriller']",5.2,186.0,['nm4138262']
tt1754228,Motivational Growth,2013,104,"['Comedy', 'Drama', 'Fantasy']",5.7,583.0,['nm2353686']
tt17542306,Frederick Douglass: In Five Speeches,2022,58,['Documentary'],7.8,282.0,['nm2037181']
tt17542524,Shall I Compare You to a Summer's Day?,2022,66,"['Drama', 'Musical']",6.1,119.0,['nm3811210']
tt1754392,Rabat,2011,102,['Drama'],7.1,2248.0,"['nm4114638', 'nm2165987']"
tt1754421,Return of Sergeant Lapins,2010,80,"['Comedy', 'Drama']",7.0,226.0,['nm2097634']
tt1754506,Battleground,2012,85,"['Action', 'Horror', 'Thriller']",4.2,1355.0,['nm1980444']
tt1754589,The Anniversary at Shallow Creek,2011,90,"['Horror', 'Thriller']",3.7,367.0,['nm2213371']
tt1754633,The Ghastly Love of Johnny X,2012,106,"['Comedy', 'Fantasy', 'Musical']",5.6,490.0,['nm0120526']
tt1754830,Being Us,2013,106,['Drama'],5.8,184.0,['nm0359428']
tt1756381,A Technicolor Dream,2008,100,"['Documentary', 'Music']",7.1,81.0,['nm2346231']
tt1756427,Blubberella,2011,87,"['Action', 'Comedy']",2.4,2713.0,['nm0093051']
tt1756617,Married in a Year,2011,80,['Romance'],3.8,103.0,['nm0825796']
tt1756640,Nero's Guests,2009,55,['Documentary'],9.2,132.0,['nm0080289']
tt1756750,Starbuck,2011,109,"['Comedy', 'Drama', 'Romance']",7.2,16836.0,['nm0779433']
tt1756791,The Broken Tower,2011,99,"['Biography', 'Drama', 'History']",4.9,1291.0,['nm0290556']
tt1756799,The Day,2011,87,"['Action', 'Drama', 'Horror']",5.2,13064.0,['nm0007439']
tt1757880,Take One: A Documentary Film About Swedish House Mafia,2010,45,['Documentary'],7.2,652.0,"['nm3648495', 'nm1986528']"
tt1758610,Unconditional,2012,92,"['Biography', 'Crime', 'Drama']",7.1,4904.0,['nm3634546']
tt1758689,Life Just Is,2012,102,['Drama'],3.4,178.0,['nm2116003']
tt17592600,Coyote,2023,101,['Sci-Fi'],3.7,356.0,['nm4588610']
tt1760439,Jeong Seung Pil Mystery,2009,97,['Comedy'],5.4,54.0,['nm1553326']
tt1760970,Jangan Pandang Belakang Congkak 2,2010,90,"['Comedy', 'Fantasy', 'Horror']",3.2,59.0,['nm0406881']
tt1763194,Blood in the Mobile,2010,83,['Documentary'],7.1,456.0,['nm1482109']
tt1763236,The Egoists,2011,136,['Drama'],5.8,95.0,['nm0386382']
tt17633184,War Sailor,2022,150,"['Drama', 'War']",7.4,3125.0,['nm0897243']
tt1764466,Please Don't Disturb,2010,80,"['Comedy', 'Drama']",5.9,278.0,['nm1117275']
tt1764600,Sluzhebnyy roman. Nashe vremya,2011,90,"['Comedy', 'Drama', 'Romance']",5.0,3827.0,['nm3550361']
tt1764679,Alien Hunger,2017,90,"['Comedy', 'Horror', 'Sci-Fi']",3.5,138.0,['nm0174913']
tt1764699,The Tents,2012,80,"['Biography', 'Documentary', 'History']",6.5,117.0,['nm4158025']
tt17658964,It's Quieter in the Twilight,2022,83,['Documentary'],7.9,67.0,['nm10103838']
tt1765914,Mia Palia Fotografia,2005,126,"['Biography', 'Documentary']",8.4,114.0,['nm4070082']
tt17660502,Master of Light,2022,83,"['Documentary', 'Family']",6.7,206.0,['nm1454034']
tt1766175,Trap for Cinderella,2013,100,"['Crime', 'Drama', 'Mystery']",5.6,1690.0,['nm0812200']
tt1767372,She's Funny That Way,2014,93,"['Comedy', 'Drama']",6.1,28011.0,['nm0000953']
tt1767382,Silent House,2011,86,"['Horror', 'Thriller']",5.2,23720.0,"['nm0448900', 'nm0490582']"
tt17675266,Cesária Évora,2022,94,"['Biography', 'Documentary', 'Music']",7.6,135.0,['nm9599146']
tt17677492,The Violence Action,2022,111,"['Action', 'Drama']",4.7,746.0,['nm5193241']
tt1768707,Mon Je Kore Uru Uru,2010,150,['Romance'],5.5,81.0,['nm0346623']
tt1769383,A Big Love Story,2012,92,"['Comedy', 'Romance']",6.3,520.0,['nm2024044']
tt1770672,Djinn,2013,82,"['Horror', 'Thriller']",4.4,2021.0,['nm0001361']
tt1770768,What in the World Are They Spraying?,2010,97,"['Documentary', 'News']",6.3,343.0,['nm1509561']
tt1772261,The Curse of Downers Grove,2015,89,"['Drama', 'Horror', 'Mystery']",4.4,2009.0,['nm0553796']
tt1772317,Nerve,2011,83,"['Comedy', 'Drama']",6.9,104.0,['nm3488692']
tt1772408,Trade of Innocents,2012,88,"['Drama', 'Thriller']",5.3,1009.0,['nm1140844']
tt1772925,Jiro Dreams of Sushi,2011,81,['Documentary'],7.8,37130.0,['nm0312173']
tt1773578,My Father Is a Cleaning Lady,2011,80,"['Comedy', 'Drama']",5.6,319.0,['nm3162559']
tt1774438,The Punk Syndrome,2012,85,"['Comedy', 'Documentary', 'Drama']",7.8,1598.0,"['nm1661799', 'nm1331070']"
tt1776097,The Haunting of Borley Rectory,2019,92,['Horror'],2.7,579.0,['nm1953143']
tt1777642,Zombiechrist,2010,100,['Horror'],2.4,224.0,['nm1754496']
