tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,directors
tt0441464,Río arriba,2005,72,['Documentary'],6.4,54.0,['nm0209330']
tt0441565,Hidden Heroes,2004,108,"['Comedy', 'Sci-Fi']",5.8,151.0,"['nm0530865', 'nm1110912']"
tt0441641,Joni's Promise,2005,83,"['Adventure', 'Comedy', 'Drama']",7.6,1473.0,['nm1322135']
tt0441673,Shades of Happiness,2005,99,['Drama'],5.6,295.0,['nm0648036']
tt0441741,The Cabinet of Dr. Caligari,2005,76,"['Drama', 'Horror', 'Mystery']",5.6,753.0,['nm1818042']
tt0441758,The Fearless Freaks,2005,103,"['Biography', 'Documentary', 'Music']",7.8,1138.0,['nm0064022']
tt0441782,Restraint,2008,92,"['Drama', 'Thriller']",6.0,6374.0,['nm1546948']
tt0442070,D' Anothers,2005,105,"['Comedy', 'Horror']",5.9,110.0,['nm0076081']
tt0442236,Fuga,2006,110,"['Drama', 'Music', 'Thriller']",6.3,1180.0,['nm1883257']
tt0442268,Be with You,2004,119,"['Drama', 'Fantasy', 'Romance']",7.8,4917.0,['nm2391552']
tt0442486,"Endless, the Rock Return",2005,108,"['Adventure', 'Comedy', 'Drama']",4.7,113.0,"['nm1437390', 'nm1437994']"
tt0442574,The Moon Also Rises,2005,105,['Drama'],6.9,60.0,['nm0510862']
tt0442672,Fuck Norge,2004,82,"['Comedy', 'Horror', 'Mystery']",2.4,326.0,['nm1823243']
tt0443205,The Neighbor No. Thirteen,2005,115,"['Horror', 'Thriller']",6.4,1287.0,['nm1842537']
tt0443232,The Book of the Dead,2005,70,"['Animation', 'Drama', 'Fantasy']",6.6,251.0,['nm1680531']
tt0443354,Fissures,2006,87,"['Crime', 'Drama', 'Mystery']",5.8,339.0,['nm1419321']
tt0443453,Borat,2006,84,['Comedy'],7.4,425969.0,['nm0153078']
tt0443604,"Paradise, Texas",2006,90,['Drama'],5.8,166.0,['nm0784388']
tt0444505,Torrente 3: El protector,2005,91,"['Action', 'Comedy', 'Crime']",5.5,6092.0,['nm0782213']
tt0444769,Blackmail,2005,126,"['Action', 'Drama', 'Thriller']",4.7,700.0,['nm0222427']
tt0444820,Fareb,2005,129,"['Drama', 'Thriller']",4.2,196.0,['nm0863120']
tt0445469,Les invisibles,2005,85,['Drama'],5.2,158.0,['nm0431185']
tt0445554,Men at Arms,2005,109,"['Action', 'Comedy']",7.2,875.0,['nm1411667']
tt0445694,Blood,2005,90,['Drama'],5.8,803.0,['nm1661334']
tt0445728,Somne,2005,90,"['Horror', 'Sci-Fi', 'Thriller']",4.2,233.0,['nm1077590']
tt0445917,9 Lives of Mara,2007,90,['Thriller'],7.0,56.0,['nm1481591']
tt0446013,Pathfinder,2007,99,"['Action', 'Adventure', 'Drama']",5.4,45497.0,['nm1197971']
tt0446027,Save Angel Hope,2007,96,['Comedy'],4.2,258.0,['nm0005600']
tt0446298,Civic Duty,2006,98,"['Drama', 'Thriller']",6.2,3422.0,['nm1199954']
tt0446370,My Son,2006,79,['Drama'],6.8,824.0,['nm1136112']
tt0446407,Mulheres do Brasil,2006,113,['Drama'],6.7,63.0,['nm0553917']
tt0446559,Harb Atalia,2005,110,"['Action', 'Adventure', 'Comedy']",6.2,1818.0,['nm1834233']
tt0446574,Mañana te cuento,2005,92,['Drama'],5.2,507.0,['nm1740890']
tt0446767,Raising the Stakes,2005,75,['Comedy'],4.7,111.0,['nm1884919']
tt0447249,Lotte from Gadgetville,2006,81,"['Animation', 'Comedy', 'Family']",7.2,481.0,"['nm1314221', 'nm0702505']"
tt0447619,The Stone Council,2006,102,"['Adventure', 'Crime', 'Drama']",4.8,2389.0,['nm0630112']
tt0447692,Réfractaire,2009,97,['Drama'],5.4,76.0,['nm0825350']
tt0447890,Chaahat Ek Nasha...,2005,140,"['Drama', 'Romance', 'Thriller']",3.9,88.0,"['nm1870310', 'nm1235947']"
tt0448121,Sins,2005,138,"['Drama', 'Romance', 'Thriller']",4.2,437.0,['nm0659225']
tt0448920,Ordinary Man,2005,103,['Thriller'],6.3,236.0,['nm0486994']
tt0448927,If I Were You,2006,108,"['Comedy', 'Fantasy']",6.1,5599.0,['nm0276899']
tt0448993,The Art of Travel,2008,100,['Drama'],6.3,2601.0,['nm0924063']
tt0449221,Des Hoyaa Pardes,2004,163,['Drama'],8.0,165.0,['nm1277085']
tt0449472,Champion,2005,82,['Documentary'],7.1,432.0,['nm1836968']
tt0449570,Buddha Wild: Monk in a Hut,2006,90,"['Adventure', 'Comedy', 'Documentary']",5.6,153.0,['nm0005555']
tt0449630,Break Through!,2004,118,"['Action', 'Comedy', 'Drama']",6.7,422.0,['nm0412838']
tt0449851,The Valet,2006,85,"['Comedy', 'Drama']",6.6,10834.0,['nm0891554']
tt0450412,Dennis P.,2007,93,"['Biography', 'Comedy', 'Crime']",6.4,774.0,['nm0474233']
tt0451021,The Comedians of Comedy,2005,103,"['Comedy', 'Documentary']",7.2,2639.0,['nm0088392']
tt0451238,The Toybox,2005,81,"['Horror', 'Mystery', 'Thriller']",3.8,380.0,['nm1873139']
tt0452003,The Bet,2006,92,"['Crime', 'Drama', 'Thriller']",5.5,214.0,['nm0497826']
tt0452618,Fall to Grace,2005,87,['Drama'],7.1,66.0,['nm1872217']
tt0452625,Good Luck Chuck,2007,101,"['Comedy', 'Romance']",5.6,92663.0,['nm0375068']
tt0452642,Love & Suicide,2005,90,['Romance'],6.5,88.0,['nm0289824']
tt0452971,Dark Blue Almost Black,2006,105,"['Comedy', 'Drama', 'Romance']",7.2,8390.0,['nm0998110']
tt0453003,Can This Be Love,2005,106,"['Comedy', 'Romance']",6.1,131.0,['nm0419494']
tt0453040,Dubai,2005,110,"['Drama', 'Romance']",6.2,170.0,['nm0704289']
tt0453323,A West Lake Moment,2005,112,"['Drama', 'Romance']",5.8,137.0,"['nm1886836', 'nm0948021']"
tt0453383,Next Door,2005,75,"['Horror', 'Mystery', 'Thriller']",6.4,10343.0,"['nm0805760', 'nm2685346']"
tt0453463,Carma,2005,81,['Thriller'],7.6,91.0,['nm1417354']
tt0453508,The Last Dispatch,2005,81,"['Biography', 'Documentary', 'Music']",7.7,220.0,['nm1110794']
tt0453560,Toxic,2008,88,"['Drama', 'Thriller']",3.7,961.0,['nm1284023']
tt0453979,Before the Flood,2005,150,['Documentary'],7.2,58.0,"['nm1887612', 'nm1883294']"
tt0454084,Blind Dating,2006,99,"['Comedy', 'Romance']",6.0,12423.0,['nm0005077']
tt0454224,Penny Dreadful,2006,92,"['Horror', 'Mystery', 'Thriller']",4.8,6544.0,['nm0104631']
tt0454314,Vivekananda,1998,240,"['Biography', 'Drama']",7.1,201.0,['nm0412676']
tt0454801,Come as You Are,2005,84,['Comedy'],3.5,156.0,['nm0741309']
tt0454962,Taking 5,2007,90,"['Comedy', 'Family', 'Music']",5.5,971.0,['nm0909022']
tt0454976,Maradona by Kusturica,2008,90,"['Documentary', 'Sport']",6.7,6537.0,['nm0001437']
tt0455142,Kirikou and the Wild Beasts,2005,75,"['Adventure', 'Animation', 'Family']",6.6,1651.0,"['nm0303377', 'nm0643664']"
tt0455822,Unconscious,2006,84,['Thriller'],6.4,66.0,['nm0927878']
tt0455916,Blood of the Chupacabras,2005,88,['Horror'],2.6,149.0,['nm0612596']
tt0455918,The Bracelet of Bordeaux,2007,99,"['Family', 'Fantasy', 'Mystery']",2.9,181.0,['nm0446252']
tt0455949,Favela Rising,2005,80,['Documentary'],7.0,664.0,"['nm1310771', 'nm1905310']"
tt0455953,Gay Sex in the 70s,2005,67,['Documentary'],7.0,887.0,['nm0522673']
tt0455980,Modify,2005,85,['Documentary'],6.9,517.0,"['nm0308876', 'nm0414841']"
tt0455981,Language of the Enemy,2008,105,['Drama'],6.1,216.0,['nm0205199']
tt0456020,Waist Deep,2006,97,"['Action', 'Crime', 'Drama']",5.8,10349.0,['nm0193554']
tt0456069,In the Dark,2004,100,['Horror'],3.1,136.0,['nm0162480']
tt0456070,Incontrôlable,2006,88,['Comedy'],3.2,727.0,['nm0789347']
tt0456144,"Carry On, Munna Bhai",2006,144,"['Comedy', 'Drama', 'Romance']",8.0,48369.0,['nm0386246']
tt0456321,The Sound of Rio: Brasileirinho,2005,90,"['Documentary', 'Music']",7.2,249.0,['nm0442455']
tt0456663,Shunyo É Bukey,2005,120,['Drama'],7.3,73.0,['nm1907554']
tt0457149,Slim Till Dead,2005,92,"['Crime', 'Mystery', 'Thriller']",4.9,163.0,"['nm0156906', 'nm0939147']"
tt0457182,Um Tiro no Escuro,2005,105,"['Action', 'Crime', 'Drama']",6.2,387.0,['nm0896662']
tt0457275,Altered,2006,88,"['Horror', 'Sci-Fi', 'Thriller']",5.6,10709.0,['nm0844896']
tt0457297,The Butterfly Effect 2,2006,92,"['Drama', 'Sci-Fi', 'Thriller']",4.5,36787.0,['nm0502954']
tt0457308,Come Early Morning,2006,97,"['Drama', 'Romance']",6.2,2749.0,['nm0000725']
tt0457333,El Perro Negro: Stories from the Spanish Civil War,2005,84,['Documentary'],6.9,61.0,['nm0286282']
tt0457400,Land of the Lost,2009,102,"['Action', 'Adventure', 'Comedy']",5.3,73533.0,['nm0797869']
tt0457430,Pan's Labyrinth,2006,118,"['Drama', 'Fantasy', 'War']",8.2,684650.0,['nm0868219']
tt0457433,Perfect Stranger,2007,109,"['Crime', 'Mystery', 'Thriller']",5.7,49820.0,['nm0001226']
tt0457488,The Standard,2006,88,['Drama'],6.4,133.0,['nm1628126']
tt0457502,Through the Fire,2005,103,"['Biography', 'Documentary', 'Sport']",7.1,707.0,"['nm2922534', 'nm0387890']"
tt0457505,Traci Townsend,2007,88,['Comedy'],6.8,115.0,['nm0743164']
tt0457643,Aegis,2005,126,"['Action', 'Drama', 'Thriller']",5.6,286.0,['nm0757081']
tt0457936,Hell,2006,100,['Drama'],4.9,606.0,['nm0157185']
tt0458033,After the Night... Dawn,2005,140,['Drama'],7.4,191.0,['nm0712994']
tt0458050,Paruthiveeran,2007,162,"['Action', 'Drama', 'Romance']",8.2,3855.0,['nm1417119']
tt0458076,El ratón Pérez,2006,90,"['Adventure', 'Animation', 'Comedy']",4.9,864.0,['nm0123931']
tt0458449,The Other Half,2006,94,"['Comedy', 'Romance']",4.9,1027.0,"['nm1916491', 'nm1912285']"
tt0459175,All the Ships at Sea,2004,64,['Drama'],7.2,92.0,['nm1908524']
tt0459449,M. Kumaran S/O Mahalakshmi,2004,166,"['Action', 'Drama', 'Sport']",7.1,1387.0,['nm1001345']
tt0459748,Generation P,2011,112,"['Comedy', 'Drama', 'Sci-Fi']",6.7,4165.0,['nm0320192']
tt0459877,Golden Beach,2006,90,"['Drama', 'Thriller']",4.6,189.0,['nm0798075']
tt0459883,Heartlift,2005,93,"['Comedy', 'Drama', 'Romance']",5.9,213.0,['nm0836949']
tt0459885,Lili et le baobab,2006,90,['Drama'],6.7,74.0,['nm1311155']
tt0460034,Trance,2006,126,['Drama'],6.1,560.0,['nm0898177']
tt0460729,Buckaroo: The Movie,2005,95,"['Family', 'Western']",6.5,72.0,['nm1828265']
tt0460740,Cashback,2006,102,"['Comedy', 'Drama', 'Romance']",7.1,89280.0,['nm1193346']
tt0460745,Chaos Theory,2007,87,"['Comedy', 'Drama', 'Romance']",6.6,33170.0,['nm0796864']
tt0460796,Final Move,2006,91,['Thriller'],3.7,464.0,['nm0871456']
tt0461526,It's Only Talk,2005,126,['Drama'],7.1,350.0,['nm0386382']
tt0461769,Eri Eri rema sabakutani,2005,107,"['Drama', 'Music', 'Sci-Fi']",6.5,605.0,['nm0031888']
tt0461836,Unter dem Eis,2005,92,['Drama'],6.9,160.0,['nm1292413']
tt0461894,7 Virgins,2005,86,"['Crime', 'Drama']",6.2,2260.0,['nm0735705']
tt0461958,Screaming Masterpiece,2005,87,"['Documentary', 'Music']",7.2,461.0,['nm1940493']
tt0461992,Maria Bethania: Music Is Perfume,2005,82,['Documentary'],7.7,88.0,['nm0300459']
tt0462002,N (Io e Napoleone),2006,110,"['Comedy', 'History', 'War']",6.2,1410.0,['nm0899501']
tt0462041,Sultaan,2000,120,"['Action', 'Drama']",5.8,68.0,['nm0997778']
tt0462308,VooDoo Curse: The Giddeh,2006,79,['Horror'],2.3,151.0,['nm0687625']
tt0462314,A Good Band Is Easy to Kill,2005,89,"['Documentary', 'Music']",8.6,54.0,['nm1945155']
tt0462318,The Great Conspiracy: The 9/11 News Special You Never Saw,2005,70,"['Documentary', 'History', 'News']",6.8,173.0,['nm0959041']
tt0462362,The Insatiable,2006,103,"['Comedy', 'Horror', 'Romance']",5.2,1610.0,"['nm0465484', 'nm0813301']"
tt0462392,LOL,2006,81,"['Comedy', 'Drama']",4.7,903.0,['nm1846132']
tt0462439,Movie Boy,2005,70,['Comedy'],7.5,76.0,['nm1637259']
tt0462591,Urchin,2007,105,"['Fantasy', 'Horror', 'Mystery']",3.1,213.0,['nm1939839']
tt0462667,The Tiger Brigades,2006,125,"['Action', 'Adventure', 'Crime']",5.8,1671.0,['nm0180462']
tt0462727,Rabbit Over the Void,2006,90,['Comedy'],6.0,265.0,['nm0449085']
tt0463873,Back in Business,2007,86,"['Adventure', 'Comedy', 'Family']",4.1,385.0,['nm0613101']
tt0463935,Candy Stripers,2006,89,"['Horror', 'Sci-Fi']",3.3,1428.0,['nm1071058']
tt0463960,The Devil You Know,2013,76,"['Mystery', 'Thriller']",3.3,1874.0,['nm1950060']
tt0463984,The Far Side of Jericho,2006,99,['Western'],4.4,343.0,['nm0006853']
tt0464049,The History Boys,2006,109,"['Comedy', 'Drama', 'Romance']",6.8,21226.0,['nm0405336']
tt0464141,The Orphanage,2007,105,"['Drama', 'Horror', 'Mystery']",7.4,160008.0,['nm1291105']
tt0464758,Love of May,2004,109,"['Comedy', 'Romance']",5.8,196.0,['nm0398825']
tt0464762,Rules of Dating,2005,121,"['Comedy', 'Romance']",6.3,572.0,['nm1954072']
tt0464784,7 Millionaires,2006,94,"['Action', 'Comedy']",4.5,787.0,['nm0387122']
tt0464842,Tycoon's Interpreter,2006,90,"['Drama', 'Thriller']",6.3,110.0,['nm1585367']
tt0464907,The Boys & Girls Guide to Getting Down,2006,92,['Comedy'],6.5,2523.0,['nm1957032']
tt0464996,Kibris: La ley del equilibrio,2005,80,"['Action', 'Adventure']",2.0,58.0,['nm0600397']
tt0465142,American Dreamz,2006,107,"['Comedy', 'Music']",5.5,25037.0,['nm0919369']
tt0465440,Disappearances,2006,118,"['Action', 'Adventure', 'Drama']",4.9,654.0,['nm0186610']
tt0465494,Hitman,2007,100,"['Action', 'Crime', 'Thriller']",6.2,174604.0,['nm1164755']
tt0466195,Wild Chicks,2006,105,"['Adventure', 'Family']",5.9,831.0,['nm0618996']
tt0466361,Auto Shankar,2005,170,"['Action', 'Romance']",5.3,70.0,['nm1321189']
tt0466365,A Bug and a Bag of Weed,2006,96,['Comedy'],5.1,92.0,['nm0327285']
tt0466403,Unnatural & Accidental,2006,90,"['Crime', 'Drama', 'Mystery']",4.6,266.0,['nm0078762']
tt0466665,The Architect,2006,82,"['Crime', 'Drama', 'Romance']",5.5,1364.0,['nm0851437']
tt0466766,Drive Thru,2007,83,"['Comedy', 'Horror']",4.4,4592.0,"['nm0184792', 'nm0474153']"
tt0466771,"Puff, Puff, Pass",2006,95,['Comedy'],5.4,3620.0,['nm0001616']
tt0466909,The Omen,2006,110,"['Drama', 'Fantasy', 'Horror']",5.5,60908.0,['nm0601382']
tt0466916,The Play,2005,70,['Documentary'],7.6,581.0,['nm1959064']
tt0467110,Underdog,2007,100,"['Action', 'Adventure', 'Comedy']",4.8,22264.0,['nm0238865']
tt0467200,The Other Boleyn Girl,2008,115,"['Biography', 'Drama', 'History']",6.7,116863.0,['nm0149491']
tt0467475,Musikanten,2005,92,['Drama'],4.5,160.0,['nm0061394']
tt0468458,Brother's Shadow,2006,91,['Drama'],6.0,163.0,['nm1460624']
tt0468492,The Host,2006,120,"['Drama', 'Horror', 'Sci-Fi']",7.1,127850.0,['nm0094435']
tt0468563,Filthy Gorgeous: The Trannyshack Story,2005,90,['Documentary'],7.4,58.0,['nm1966954']
tt0468580,We Go Way Back,2006,80,['Drama'],6.3,292.0,['nm1119645']
tt0468774,Tales of Terror from Tokyo and All Over Japan: The Movie,2004,92,['Horror'],5.7,414.0,"['nm0023859', 'nm1420430', 'nm1969711', 'nm0765780', 'nm0840621', 'nm0870324', 'nm0948867']"
tt0468816,Born and Bred,2006,100,['Drama'],6.3,540.0,['nm0871086']
tt0468820,Noriko's Dinner Table,2005,159,"['Drama', 'Horror']",7.1,4820.0,['nm0814469']
tt0469050,A Chinese Tall Story,2005,106,"['Action', 'Comedy', 'Drama']",4.9,1093.0,['nm0311508']
tt0469059,Crystal River,2008,102,['Drama'],4.7,247.0,['nm1647228']
tt0469691,Pavee Lackeen: The Traveller Girl,2005,88,['Drama'],6.2,331.0,['nm1974747']
tt0469966,Rolling,2007,90,"['Drama', 'Music', 'Romance']",5.4,450.0,['nm1975517']
tt0470154,Rokonok,2006,110,['Drama'],5.5,676.0,['nm0843640']
tt0470614,What If?,2006,115,['Drama'],6.4,746.0,['nm0787462']
tt0470685,The Bathroom,2005,87,"['Comedy', 'Crime']",4.0,1681.0,['nm0022858']
tt0470869,Neal 'n' Nikki,2005,122,"['Comedy', 'Musical', 'Romance']",3.2,1729.0,['nm0754818']
tt0471369,Trio,1997,100,"['Comedy', 'Crime']",5.0,207.0,['nm0661791']
tt0471395,What Is a Man Without a Moustache?,2005,109,"['Comedy', 'Drama', 'Romance']",7.0,1886.0,['nm0398596']
tt0472094,Gisela,2005,87,['Drama'],5.8,128.0,['nm0829078']
tt0472113,Iron Island,2005,90,['Drama'],7.2,961.0,['nm1488024']
tt0472186,The Strange Case of Dr. Jekyll and Mr. Hyde,2006,89,"['Horror', 'Sci-Fi']",3.7,402.0,['nm0119106']
tt0472201,Venus Drowning,2006,75,['Horror'],5.8,109.0,['nm0662820']
tt0472254,11:59,2005,102,"['Mystery', 'Sci-Fi', 'Thriller']",5.8,468.0,['nm1985821']
tt0472462,Gol & Gincu,2005,104,"['Comedy', 'Romance', 'Sport']",6.3,110.0,['nm0154305']
tt0472521,Magic Mirror,2005,137,"['Drama', 'Music']",6.8,361.0,['nm0210701']
tt0472526,Four Weeks in June,2005,100,['Drama'],5.6,334.0,['nm0583157']
tt0472542,Mon frère se marie,2006,95,['Comedy'],5.7,154.0,['nm0111379']
tt0473024,Crossover,2006,95,"['Action', 'Sport']",2.1,9244.0,['nm0926211']
tt0473028,Dasepo Naughty Girls,2006,103,"['Comedy', 'Musical', 'Romance']",5.9,953.0,['nm0497489']
tt0473100,Ten Tricks,2022,88,"['Comedy', 'Drama']",5.6,115.0,['nm0656065']
tt0473310,Ram Gopal Varma Ki Aag,2007,171,"['Action', 'Adventure', 'Comedy']",1.4,7054.0,['nm0890060']
tt0473356,The Flock,2007,105,"['Crime', 'Drama', 'Mystery']",5.7,11969.0,['nm0490487']
tt0473398,Surveillance,2006,90,"['Crime', 'Thriller']",5.0,470.0,['nm0452607']
tt0473474,Doraemon: Nobita and the Wind Wizard,2003,84,"['Adventure', 'Animation', 'Comedy']",7.0,754.0,['nm1167622']
tt0473500,Kettle of Fish,2006,97,"['Comedy', 'Romance']",5.2,715.0,['nm0616673']
tt0473671,Manô,2005,99,"['Comedy', 'Fantasy']",6.1,163.0,['nm0271546']
tt0473705,State of Play,2009,127,"['Crime', 'Drama', 'Mystery']",7.1,155713.0,['nm0531817']
tt0473715,Unna ja Nuuk,2006,78,"['Adventure', 'Family', 'Fantasy']",5.1,179.0,['nm0134503']
tt0473718,Veninder,2005,85,['Comedy'],3.3,177.0,['nm0098291']
tt0474963,Tomie: Revenge,2005,72,['Horror'],3.9,276.0,['nm0645231']
tt0475217,All In,2006,98,['Drama'],3.8,1370.0,['nm0885014']
tt0475247,Darkest Hour,2005,96,"['Horror', 'Mystery']",4.2,98.0,['nm2004204']
tt0475298,Hood of Horror,2006,84,"['Comedy', 'Horror']",4.1,3092.0,['nm0864468']
tt0475331,The Magic Flute,2006,135,"['Drama', 'Musical', 'Romance']",6.5,1276.0,['nm0000110']
tt0475343,"Night of the Day of the Dawn of the Son of the Bride of the Return of the Revenge of the Terror of the Attack of the Evil, Mutant, Hellbound, Flesh-Eating Subhumanoid Zombified Living Dead, Part 3",2005,80,"['Comedy', 'Horror']",4.4,206.0,['nm0556826']
tt0475431,Permanent Vacation,2007,94,"['Comedy', 'Drama']",3.4,195.0,['nm0668853']
tt0475517,"Murder, Take One",2005,115,"['Comedy', 'Drama', 'Mystery']",6.2,484.0,['nm0151733']
tt0475632,June R,2005,99,"['Drama', 'Family']",4.6,208.0,['nm2009315']
tt0475711,Sad Movie,2005,108,"['Comedy', 'Drama', 'Romance']",7.2,3378.0,['nm1729144']
tt0475723,Shinobi: Heart Under Blade,2005,107,"['Action', 'Drama', 'Fantasy']",6.8,12826.0,['nm1033087']
tt0475994,One Six Right,2005,73,['Documentary'],8.0,453.0,['nm0856160']
tt0476588,Portrait of a Bookstore as an Old Man,2003,52,['Documentary'],8.3,50.0,"['nm2011906', 'nm2011912']"
tt0476762,Big Brother,2007,128,"['Action', 'Crime', 'Drama']",4.1,905.0,['nm0223485']
tt0476958,Amusement,2008,85,"['Crime', 'Horror', 'Mystery']",4.9,12078.0,['nm0801055']
tt0477038,Montag kommen die Fenster,2006,88,['Drama'],6.4,401.0,['nm0477823']
tt0477337,The Sword Bearer,2006,108,"['Action', 'Romance', 'Sci-Fi']",4.8,908.0,['nm0946157']
tt0477607,Day Break,2005,82,['Drama'],7.0,323.0,['nm0706740']
tt0477806,La passione di Giosué l'Ebreo,2005,110,['Drama'],5.3,75.0,['nm0778465']
tt0477991,Kinetta,2005,95,['Drama'],4.7,2091.0,['nm0487166']
tt0478024,Kill Zone,2005,93,"['Action', 'Crime', 'Thriller']",6.9,12901.0,['nm0948159']
tt0478101,Black Sun,2005,75,['Documentary'],7.2,407.0,['nm1475590']
tt0478267,Snakewoman,2005,98,['Horror'],3.5,341.0,['nm0001238']
tt0478311,Knocked Up,2007,129,"['Comedy', 'Romance']",6.9,377679.0,['nm0031976']
tt0478365,Hvordan vi slipper af med de andre,2007,94,"['Comedy', 'Drama', 'Sci-Fi']",5.9,1097.0,['nm0754050']
tt0478411,Hidden,2005,93,"['Adventure', 'Drama', 'Horror']",4.0,118.0,['nm1398610']
tt0478558,Avida,2006,83,['Comedy'],5.6,655.0,"['nm1086956', 'nm0218022']"
tt0478860,Now Boarding,2009,90,['Comedy'],4.5,116.0,['nm1435384']
tt0478973,Así,2005,80,['Drama'],6.1,73.0,['nm1738245']
tt0478999,Close to Home,2005,98,['Drama'],6.8,943.0,"['nm0082699', 'nm0353263']"
tt0479046,Ghosts of Cité Soleil,2006,85,"['Action', 'Documentary', 'Drama']",6.9,1886.0,"['nm1300606', 'nm2028075']"
tt0479143,Rocky Balboa,2006,102,"['Action', 'Drama', 'Sport']",7.1,226066.0,['nm0000230']
tt0479175,The Taxi Thief,2005,90,['Drama'],6.6,117.0,['nm0812553']
tt0479181,Totally Baked,2007,88,"['Action', 'Comedy', 'Crime']",4.8,874.0,['nm0007914']
tt0479204,Perfect Life,2010,98,"['Horror', 'Thriller']",4.0,467.0,['nm0750857']
tt0479275,Beautiful Ohio,2006,91,"['Comedy', 'Drama']",5.7,524.0,['nm0005165']
tt0479537,Seraphim Falls,2006,115,"['Action', 'Drama', 'Thriller']",6.6,32835.0,['nm1204568']
tt0479852,One Way Boogie Woogie/27 Years Later,2005,121,['Documentary'],7.4,114.0,['nm0072159']
tt0479874,"Bullets, Blood & a Fistful of Ca$h",2006,115,"['Action', 'Crime']",4.8,729.0,['nm1547821']
tt0479965,Off the Black,2006,90,['Drama'],6.5,1487.0,['nm1242054']
tt0479974,Passage to Zarahemla,2007,90,"['Adventure', 'Fantasy']",5.3,314.0,['nm2036110']
tt0480001,The Sensation of Sight,2006,134,['Drama'],6.3,632.0,['nm1827824']
tt0480532,The Forbidden Chapter,2006,90,"['Crime', 'Drama', 'Mystery']",6.0,65.0,['nm1514817']
tt0480702,A Trip to Karabakh,2005,105,"['Action', 'Adventure', 'Drama']",7.8,962.0,['nm0992140']
tt0480821,King of Sorrow,2007,95,"['Drama', 'Thriller']",5.0,183.0,['nm0006860']
tt0480939,Never Again as Before,2005,106,['Drama'],6.2,191.0,['nm0133075']
tt0481053,Agninakshathram,2004,136,"['Action', 'Horror', 'Thriller']",3.3,72.0,['nm1187990']
tt0481349,Le grand Meaulnes,2006,97,['Drama'],5.7,417.0,['nm0894139']
tt0481418,Green Hearts,2006,96,['Comedy'],4.9,210.0,['nm1459294']
tt0481494,The Controller,2008,100,"['Action', 'Adventure', 'Comedy']",3.0,244.0,['nm2035446']
tt0481544,Honor,2006,87,"['Action', 'Drama']",4.2,593.0,['nm0175730']
tt0481545,The House of Adam,2006,83,"['Crime', 'Drama', 'Horror']",3.4,219.0,['nm0024521']
tt0481589,Naked in Ashes,2005,103,['Documentary'],7.9,54.0,['nm2036391']
tt0481603,The Prince of Chess,2005,50,['Documentary'],7.7,79.0,['nm1163129']
tt0481610,Silent Scream,2005,90,['Horror'],3.0,992.0,"['nm0134745', 'nm2043863']"
tt0482364,Kamen Rider Ryuki: Episode Final,2002,78,"['Action', 'Drama', 'Fantasy']",6.9,167.0,['nm0853393']
tt0482463,Bella,2006,91,"['Drama', 'Romance']",7.1,10862.0,['nm1920049']
tt0482528,Jam,2006,91,['Drama'],5.7,368.0,['nm0785241']
tt0482925,De profundis,2007,80,"['Adventure', 'Animation', 'Fantasy']",6.4,268.0,['nm0695046']
tt0483131,Rajamanikyam,2005,126,"['Action', 'Comedy']",7.8,2793.0,['nm2057169']
tt0483759,Who Says It's Easy?,2007,108,"['Comedy', 'Romance']",6.2,830.0,['nm0850307']
tt0483812,Stephanie Daley,2006,92,['Drama'],6.3,1865.0,['nm0112668']
tt0483817,Sultanes del Sur,2007,95,"['Action', 'Crime', 'Drama']",6.0,1189.0,['nm1448814']
tt0483826,The Touch,2005,88,['Drama'],6.2,97.0,['nm0399594']
tt0483980,Chukkallo Chandrudu,2006,146,['Drama'],5.4,306.0,['nm1249710']
tt0484107,Drugstore Girl,2003,105,['Comedy'],6.0,165.0,['nm1217362']
tt0484256,Behind the Couch: Casting in Hollywood,2005,70,['Documentary'],7.5,157.0,['nm0375691']
tt0484355,Gubra,2006,113,"['Comedy', 'Drama', 'Romance']",7.2,229.0,['nm1379108']
tt0484434,I Am the Other Woman,2006,104,['Drama'],5.2,469.0,['nm0903137']
tt0485046,State of Fear,2005,94,['Documentary'],7.6,64.0,['nm0946803']
tt0485376,Dark Corners,2006,92,"['Horror', 'Romance', 'Thriller']",4.9,2682.0,['nm2074234']
tt0485851,The Air I Breathe,2007,95,"['Crime', 'Drama', 'Thriller']",6.7,34652.0,['nm0497528']
tt0486021,Superheroes,2007,87,['Drama'],6.1,124.0,['nm1135014']
tt0486321,Fly Me to the Moon 3D,2007,84,"['Adventure', 'Animation', 'Family']",4.5,4688.0,"['nm0823721', 'nm0562775']"
tt0486585,Fuck,2005,93,['Documentary'],7.0,4348.0,['nm1317689']
tt0487148,Chand Bujh Gaya,2005,116,"['Drama', 'Thriller']",6.8,76.0,['nm2540281']
tt0488023,Out at the Wedding,2007,96,"['Comedy', 'Drama', 'Romance']",6.1,838.0,['nm0295105']
tt0488085,Big Nothing,2006,86,"['Comedy', 'Crime', 'Thriller']",6.7,31392.0,['nm1125131']
tt0488103,Curse of Lola,2005,91,['Horror'],4.8,182.0,['nm2337060']
tt0488121,The Front Line,2006,93,"['Action', 'Crime', 'Drama']",6.5,994.0,['nm1216554']
tt0488282,The Champagne Spy,2007,90,['Documentary'],7.2,91.0,['nm0771953']
